Precio,Titulo,Ubicacion,Enlace,Titulo_Limpio,Precio_Num,Categoria,Marca,Producto,Modelo,Estado,Segmento,Distrito_Limpio
S/75,equipo de sonido,"pachacamac, lm",https://www.facebook.com/marketplace/item/1240912084618567/,equipo de sonido,75,Equipos de sonido,Otro/Genérico,Equipo de sonido,Otro,Usado (No especificado),Económico,Pachacamac
S/9.000,reamato (transformador de aislamiento ),"san martín de porres, lm",https://www.facebook.com/marketplace/item/1342703850993870/,reamato (transformador de aislamiento ),9000,Energía y Adaptadores,Otro/Genérico,Transformador,Otro,Usado (No especificado),Premium,San Martín De Porres
S/2.750,canon powershot v1 open box,"santiago de surco, lm",https://www.facebook.com/marketplace/item/1767579443906218/,canon powershot v1 open box,2750,Cámaras Fotográfica/Video,Canon,Cámara de video,Canon PowerShot,Usado (No especificado),Estándar,Santiago De Surco
S/2.500,canon 5d mark iii,"la molina, lm",https://www.facebook.com/marketplace/item/3824602424510201/,canon 5d mark iii,2500,Cámaras Fotográfica/Video,Canon,Cámara,canon,Usado (No especificado),Estándar,La Molina
S/330,camara digital canon powershot,"lince, lm",https://www.facebook.com/marketplace/item/4132947160348858/,camara digital canon powershot,330,Cámaras Fotográfica/Video,Canon,Cámara de video,Canon PowerShot,Usado (No especificado),Económico,Lince
S/399,boombox x3 a1,"lima, lm",https://www.facebook.com/marketplace/item/1591400585501414/,boombox x3 a1,399,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,Lima Centro
S/2.700,lapto hp,"mala, lm",https://www.facebook.com/marketplace/item/1263250592532403/,lapto hp,2700,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Estándar,Mala
S/70,mandos de play 3 negociable,"carabayllo, lm",https://www.facebook.com/marketplace/item/1233811088672073/,mandos de play 3 negociable,70,Consolas/Realidad Virtual,Otro/Genérico,Mando,Otro,Usado (No especificado),Económico,Carabayllo
S/380,medios de 10 black jaw 700rms,"puente piedra, lm",https://www.facebook.com/marketplace/item/1352724243278432/,medios de 10 black jaw 700rms,380,Equipos de sonido,Otro/Genérico,Parlante,Otro,Usado (No especificado),Económico,Puente Piedra
S/750,estabilizador gimbal zhiyun weebill s. completo con accesorios adicionales. leer descripción.,"magdalena del mar, lm",https://www.facebook.com/marketplace/item/33388042884177734/,estabilizador gimbal zhiyun weebill s. completo con accesorios adicionales. leer descripción.,750,Seguridad y Herramientas,Otro/Genérico,Estabilizador,Otro,Usado (No especificado),Económico,Magdalena Del Mar
S/12.500,garret atx - detector de metales - oro,"rimac, lm",https://www.facebook.com/marketplace/item/3162148000630079/,garret atx - detector de metales - oro,12500,Seguridad y Herramientas,Otro/Genérico,Detector de metales,Otro,Usado (No especificado),Premium,Rimac
S/600,binoculares e. leitz wetzlar,"la victoria, lm",https://www.facebook.com/marketplace/item/1236811834999214/,binoculares e. leitz wetzlar,600,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,La Victoria
S/350,nikon d80,"la victoria, lm",https://www.facebook.com/marketplace/item/1784058392276578/,nikon d80,350,Cámaras Fotográfica/Video,Nikon,Cámara,Nikon,Usado (No especificado),Económico,La Victoria
S/700,sony genezi gtr888,"ventanilla, lima, peru",https://www.facebook.com/marketplace/item/899644199120908/,sony genezi gtr888,700,Equipos de sonido,Sony,Sistema de sonido,Genezi,Usado (No especificado),Económico,Ventanilla
S/4.500,teléfono intrínseco,"san juan de lurigancho, lm",https://www.facebook.com/marketplace/item/1520251782593968/,teléfono intrínseco,4500,Teléfonos,Otro/Genérico,Télefono,Otro,Usado (No especificado),Premium,San Juan De Lurigancho
S/80,play 3,"la victoria, lm",https://www.facebook.com/marketplace/item/3288355474659788/,play 3,80,Consolas/Realidad Virtual,Sony,Consola,PlayStation,Usado (No especificado),Económico,La Victoria
S/1.300,new nintendo 3ds en perfecto estado,"independencia, lm",https://www.facebook.com/marketplace/item/1190906629446839/,new nintendo 3ds en perfecto estado,1300,Consolas/Realidad Virtual,Nintendo,Consola,Nintendo,Nuevo/Sellado,Estándar,Independencia
S/100,laptop,"rimac, lm",https://www.facebook.com/marketplace/item/1474662144225262/,laptop,100,Laptops/PC,Otro/Genérico,Laptop,Otro,Usado (No especificado),Económico,Rimac
S/200,vendo control remoto futaba,"chorrillos, lm",https://www.facebook.com/marketplace/item/1275132184482830/,vendo control remoto futaba,200,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,Chorrillos
S/300,psp 2000 y 3000,"cieneguilla, lm",https://www.facebook.com/marketplace/item/1428259855760318/,psp 2000 y 3000,300,Consolas/Realidad Virtual,Sony,Consola,PS,Usado (No especificado),Económico,Cieneguilla
S/130,parlantes ambientales,"san miguel, lm",https://www.facebook.com/marketplace/item/26613390544914508/,parlantes ambientales,130,Equipos de sonido,Otro/Genérico,Parlante,Otro,Usado (No especificado),Económico,San Miguel
S/150,laptop marca chuwi herobook pro,"la victoria, lm",https://www.facebook.com/marketplace/item/830174946726957/,laptop marca chuwi herobook pro,150,Laptops/PC,Otro/Genérico,Laptop,Otro,Usado (No especificado),Económico,La Victoria
S/850,macbook air 13 pulgadas 2017,"villa el salvador, lm",https://www.facebook.com/marketplace/item/1207284488240667/,macbook air 13 pulgadas 2017,850,Laptops/PC,Apple,Laptop,MacBook Air,Usado (No especificado),Estándar,Villa El Salvador
S/3.950,nitro 16 rtx 5060 ryzen 7 ai 350 1tb ssd,"lince, lm",https://www.facebook.com/marketplace/item/874009111910844/,nitro 16 rtx 5060 ryzen 7 ai 350 1tb ssd,3950,Laptops/PC,Acer,Laptop,Nitro,Usado (No especificado),Premium,Lince
S/70,cabezal lg,"san juan de lurigancho, lm",https://www.facebook.com/marketplace/item/1834101393959629/,cabezal lg,70,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,San Juan De Lurigancho
S/2.200,nintendo switch 2 - semi nuevo,"san borja, lm",https://www.facebook.com/marketplace/item/1212122734233436/,nintendo switch 2 - semi nuevo,2200,Consolas/Realidad Virtual,Nintendo,Consola,Nintendo,Nuevo/Sellado,Estándar,San Borja
S/270,parlante portátil bluetooth karaoke,"san borja, lm",https://www.facebook.com/marketplace/item/850742211125133/,parlante portátil bluetooth karaoke,270,Equipos de sonido,Otro/Genérico,Parlante,Otro,Usado (No especificado),Económico,San Borja
S/550,ps3,"comas, lm",https://www.facebook.com/marketplace/item/746588098097776/,ps3,550,Consolas/Realidad Virtual,Sony,Consola,PS3,Usado (No especificado),Económico,Comas
S/300,"agudo de 2""prv,no peavey,qsc,dbx,yamaha","carabayllo, lm",https://www.facebook.com/marketplace/item/1454364192972853/,"agudo de 2""prv,no peavey,qsc,dbx,yamaha",300,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,Carabayllo
S/130,💡ssd kingston 480gb (sn: 50026b76836088ba)💡,"el agustino, lm",https://www.facebook.com/marketplace/item/1784872408850462/,💡ssd kingston 480gb (sn: 50026b76836088ba)💡,130,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,El Agustino
S/65,* oferta reloj digital de pared *,"la molina, lm",https://www.facebook.com/marketplace/item/868880105915854/,* oferta reloj digital de pared *,65,Relojes,Otro/Genérico,Reloj,Otro,Usado (No especificado),Económico,La Molina
S/350,"mouse, teclado y mouse pad","san juan de lurigancho, lm",https://www.facebook.com/marketplace/item/1195356822712691/,"mouse, teclado y mouse pad",350,Componentes PC,Otro/Genérico,Teclado,Otro,Usado (No especificado),Económico,San Juan De Lurigancho
S/500,sunmi v2,"pueblo libre, lm",https://www.facebook.com/marketplace/item/913796997775074/,sunmi v2,500,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,Pueblo Libre
S/180,fire tv stick 4k,"la molina, lm",https://www.facebook.com/marketplace/item/1570655514172426/,fire tv stick 4k,180,Televisores,Otro/Genérico,Televisor,Otro,Usado (No especificado),Económico,La Molina
S/1.600,laptop asus 14 pulgadas,"santiago de surco, lm",https://www.facebook.com/marketplace/item/2087680972054613/,laptop asus 14 pulgadas,1600,Laptops/PC,Asus,Laptop,Asus,Usado (No especificado),Estándar,Santiago De Surco
S/60,monitor led lg 20 pulgadas,"villa maría del triunfo, lm",https://www.facebook.com/marketplace/item/2707040916313423/,monitor led lg 20 pulgadas,60,Audífonos,Marshall,Audífonos de Diadema (Over-Ear),Monitor,Usado (No especificado),Económico,Villa María Del Triunfo
S/400,impresora brother dcp-l2540dw,"pueblo libre, lm",https://www.facebook.com/marketplace/item/914106351565531/,impresora brother dcp-l2540dw,400,Impresora/Escáner,Brother,Impresora,Brother,Usado (No especificado),Económico,Pueblo Libre
S/1.500,ipad air 5ta generación 11' 64gb + apple pencil,"chorrillos, lm",https://www.facebook.com/marketplace/item/1550409632744491/,ipad air 5ta generación 11' 64gb + apple pencil,1500,Dispositivos móviles,Apple,Tablet,iPad Air,Usado (No especificado),Estándar,Chorrillos
S/750,remato micrófono profesional rode ntg4+,"la victoria, lm",https://www.facebook.com/marketplace/item/1252258223470514/,remato micrófono profesional rode ntg4+,750,Micrófonos,Otro/Genérico,Micrófono,Otro,Usado (No especificado),Económico,La Victoria
S/99,kz zs10 pro x con microfono,"los olivos, lm",https://www.facebook.com/marketplace/item/1063924445926722/,kz zs10 pro x con microfono,99,Micrófonos,Otro/Genérico,Micrófono,Otro,Usado (No especificado),Económico,Los Olivos
S/650,nintendo switch lite con magia,"santiago de surco, lm",https://www.facebook.com/marketplace/item/25685324581161277/,nintendo switch lite con magia,650,Consolas/Realidad Virtual,Nintendo,Consola,Nintendo,Usado (No especificado),Económico,Santiago De Surco
S/900,proyector multimedia epson power lite e20,"san borja, lm",https://www.facebook.com/marketplace/item/912123784587632/,proyector multimedia epson power lite e20,900,Componentes PC,Otro/Genérico,Proyector,Otro,Usado (No especificado),Estándar,San Borja
S/420,calculadora casio fx-cg50,"santiago de surco, lm",https://www.facebook.com/marketplace/item/1880237795956863/,calculadora casio fx-cg50,420,Calculadoras,Casio,Calculadora,Casio,Usado (No especificado),Económico,Santiago De Surco
S/51,alexa 51 soles,callao,https://www.facebook.com/marketplace/item/1449580030100445/,alexa 51 soles,51,Parlantes inteligentes,Amazon,Parlante inteligente,Echo,Usado (No especificado),Económico,Callao
S/79,pos culqui,"los olivos, lm",https://www.facebook.com/marketplace/item/1384710863446709/,pos culqui,79,POS,Otro/Genérico,POS,Otro,Usado (No especificado),Económico,Los Olivos
S/590,ricoh mp 3352,"miraflores, lm",https://www.facebook.com/marketplace/item/767119179775691/,ricoh mp 3352,590,Impresora/Escáner,Ricoh,Impresora,Ricoh,Usado (No especificado),Económico,Miraflores
S/150,mini laptop táctil woo modelo ord 1021,"la molina, lm",https://www.facebook.com/marketplace/item/1281598150421009/,mini laptop táctil woo modelo ord 1021,150,Laptops/PC,Otro/Genérico,Laptop,Otro,Usado (No especificado),Económico,La Molina
S/4.200,laptop gamer asus tuf a16 es,"la molina, lm",https://www.facebook.com/marketplace/item/2351672505263395/,laptop gamer asus tuf a16 es,4200,Laptops/PC,Otro/Genérico,Laptop,Otro,Usado (No especificado),Premium,La Molina
S/600,impresora epson l3250,"el agustino, lm",https://www.facebook.com/marketplace/item/3868445140124668/,impresora epson l3250,600,Impresora/Escáner,Epson,Impresora,Epson,Usado (No especificado),Económico,El Agustino
S/850,venta televisor smart tv sansung 55,"rimac, lm",https://www.facebook.com/marketplace/item/2100722810714948/,venta televisor smart tv sansung 55,850,Televisores,Otro/Genérico,Televisor,Otro,Usado (No especificado),Estándar,Rimac
S/600,ipad 8tava generación color plomo totalmente nuevo.,"santa rosa, lm",https://www.facebook.com/marketplace/item/1941469613448522/,ipad 8tava generación color plomo totalmente nuevo.,600,Dispositivos móviles,Apple,Tablet,iPad,Nuevo/Sellado,Económico,Santa Rosa
S/250,audífono skullcandy crusher,"chorrillos, lm",https://www.facebook.com/marketplace/item/1295376825808615/,audífono skullcandy crusher,250,Audífonos,Skullcandy,Audífonos de Diadema (Over-Ear),Skullcandy Crusher,Usado (No especificado),Económico,Chorrillos
S/70,alexa con reloj (simulador),"la victoria, lm",https://www.facebook.com/marketplace/item/1998129301112768/,alexa con reloj (simulador),70,Consolas/Realidad Virtual,Otro/Genérico,Simulador,Otro,Usado (No especificado),Económico,La Victoria
S/100,audífonos jbl bluetooth wave buds,"carabayllo, lm",https://www.facebook.com/marketplace/item/2032965453926728/,audífonos jbl bluetooth wave buds,100,Audífonos,Otro/Genérico,Audífonos,Otro,Usado (No especificado),Económico,Carabayllo
S/350,ticketera térmica,"santiago de surco, lm",https://www.facebook.com/marketplace/item/2366868237085016/,ticketera térmica,350,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,Santiago De Surco
S/80,parlante lidimi ld-s606,"el agustino, lm",https://www.facebook.com/marketplace/item/25443057732063307/,parlante lidimi ld-s606,80,Equipos de sonido,Otro/Genérico,Parlante,Otro,Usado (No especificado),Económico,El Agustino
S/450,micrófono shure sm58 50 anniversary,"chorrillos, lm",https://www.facebook.com/marketplace/item/1544877273442228/,micrófono shure sm58 50 anniversary,450,Micrófonos,Shure,Micrófono,Shure,Usado (No especificado),Económico,Chorrillos
S/500,equipo de sonido,"lurin, lm",https://www.facebook.com/marketplace/item/1433649711485946/,equipo de sonido,500,Equipos de sonido,Otro/Genérico,Equipo de sonido,Otro,Usado (No especificado),Económico,Lurin
S/3.500,fotocopiadora canon 5255,"san martín de porres, lm",https://www.facebook.com/marketplace/item/1281651194022941/,fotocopiadora canon 5255,3500,Impresora/Escáner,Otro/Genérico,Fotocopiadora,Otro,Usado (No especificado),Estándar,San Martín De Porres
S/350,tv hyundai 32’,callao,https://www.facebook.com/marketplace/item/1420809716333684/,tv hyundai 32’,350,Televisores,Otro/Genérico,Televisor,Otro,Usado (No especificado),Económico,Callao
S/3.500,samsung s10 ultra 14’6,"santa anita, lm",https://www.facebook.com/marketplace/item/1381190116544933/,samsung s10 ultra 14’6,3500,Dispositivos móviles,Samsung,Smartphone,Galaxy S,Usado (No especificado),Estándar,Santa Anita
S/100,parlante stm psx-12,"san miguel, lm",https://www.facebook.com/marketplace/item/2047054362506721/,parlante stm psx-12,100,Equipos de sonido,Otro/Genérico,Parlante,Otro,Usado (No especificado),Económico,San Miguel
S/1.100,impresora sony x898md - para ecografia,"lince, lm",https://www.facebook.com/marketplace/item/1610499049966817/,impresora sony x898md - para ecografia,1100,Impresora/Escáner,Otro/Genérico,Impresora,Otro,Usado (No especificado),Estándar,Lince
S/70,autoradio,"la victoria, lm",https://www.facebook.com/marketplace/item/1893040554915877/,autoradio,70,Equipos de sonido,Otro/Genérico,Autoradio,Otro,Usado (No especificado),Económico,La Victoria
S/99,solucion a la inseguridad,"miraflores, lm",https://www.facebook.com/marketplace/item/918478830590174/,solucion a la inseguridad,99,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,Miraflores
S/250,"independencia, lm",no especificada,https://www.facebook.com/marketplace/item/919109551055108/,"independencia, lm",250,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,Lima (Global)
S/70,cajon para subwoffer de 12 pulgadas,"carabayllo, lm",https://www.facebook.com/marketplace/item/1441009404312080/,cajon para subwoffer de 12 pulgadas,70,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,Carabayllo
S/110,parlante lidimi 40w ac/r,"lima, lm",https://www.facebook.com/marketplace/item/1690799242085835/,parlante lidimi 40w ac/r,110,Equipos de sonido,Otro/Genérico,Parlante,Otro,Usado (No especificado),Económico,Lima Centro
S/1.120,nintendo switch,"la molina, lm",https://www.facebook.com/marketplace/item/857511353688884/,nintendo switch,1120,Consolas/Realidad Virtual,Nintendo,Consola,Nintendo,Usado (No especificado),Estándar,La Molina
